locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNPMNEEE_01603	CDS	1095				hypothetical protein
KNPMNEEE_01604	CDS	1458				hypothetical protein
KNPMNEEE_01605	CDS	1821				hypothetical protein
KNPMNEEE_01606	CDS	375				hypothetical protein
KNPMNEEE_01607	CDS	1503				hypothetical protein
KNPMNEEE_01608	CDS	327	metG_2	6.1.1.10		Methionine--tRNA ligase
KNPMNEEE_01609	CDS	1260				hypothetical protein
KNPMNEEE_01610	CDS	270				hypothetical protein
KNPMNEEE_01611	CDS	519				hypothetical protein
KNPMNEEE_01612	CDS	300				hypothetical protein
KNPMNEEE_01613	CDS	375				hypothetical protein
KNPMNEEE_01614	CDS	507				hypothetical protein
KNPMNEEE_01615	tRNA	83				tRNA-Ser(tga)
KNPMNEEE_01616	CDS	450				hypothetical protein
KNPMNEEE_01617	CDS	612				hypothetical protein
KNPMNEEE_01618	CDS	423				hypothetical protein
KNPMNEEE_01619	CDS	366				hypothetical protein
KNPMNEEE_01620	CDS	1098	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
KNPMNEEE_01621	CDS	453				hypothetical protein
KNPMNEEE_01622	CDS	897				hypothetical protein
KNPMNEEE_01623	CDS	498	bar	2.3.1.183		Phosphinothricin N-acetyltransferase
KNPMNEEE_01624	CDS	1140	cpg2	3.4.17.11		Carboxypeptidase G2
KNPMNEEE_01625	CDS	1086	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
KNPMNEEE_01626	CDS	1824		3.2.1.28	COG3387	Trehalase
KNPMNEEE_01627	CDS	183				hypothetical protein
KNPMNEEE_01628	CDS	291				hypothetical protein
KNPMNEEE_01629	CDS	453	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
KNPMNEEE_01630	CDS	735	otsB	3.1.3.12	COG0637	Trehalose-phosphate phosphatase
KNPMNEEE_01631	CDS	816				hypothetical protein
KNPMNEEE_01632	CDS	1212				hypothetical protein
KNPMNEEE_01633	CDS	2355		7.2.2.10	COG0474	Calcium-transporting ATPase
KNPMNEEE_01634	CDS	582	yecD_2	3.-.-.-	COG1335	Isochorismatase family protein YecD
KNPMNEEE_01635	CDS	366				hypothetical protein
KNPMNEEE_01636	CDS	753	soj_2	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
KNPMNEEE_01637	CDS	786	ucpA	1.-.-.-		Oxidoreductase UcpA
KNPMNEEE_01638	CDS	372				hypothetical protein
KNPMNEEE_01639	CDS	90				hypothetical protein
KNPMNEEE_01640	CDS	201				hypothetical protein
KNPMNEEE_01641	CDS	1047	lysY	1.2.1.-	COG0002	[LysW]-L-2-aminoadipate 6-phosphate reductase
KNPMNEEE_01642	CDS	765	lysZ	2.7.2.-	COG0548	[LysW]-aminoadipate kinase
KNPMNEEE_01643	CDS	1182	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde transaminase
KNPMNEEE_01644	CDS	849	lysX_2	6.3.2.43	COG0189	Alpha-aminoadipate--LysW ligase LysX
KNPMNEEE_01645	CDS	1053	lysK	3.5.1.-	COG0624	[LysW]-lysine hydrolase
KNPMNEEE_01646	CDS	765				hypothetical protein
KNPMNEEE_01647	CDS	1929	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
KNPMNEEE_01648	CDS	1578		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KNPMNEEE_01649	CDS	1176	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KNPMNEEE_01650	CDS	1080	mmgC_2	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
KNPMNEEE_01651	CDS	987	carC	1.3.1.108	COG1960	Caffeyl-CoA reductase-Etf complex subunit CarC
KNPMNEEE_01652	CDS	312				hypothetical protein
KNPMNEEE_01653	CDS	483				hypothetical protein
KNPMNEEE_01654	CDS	237				hypothetical protein
KNPMNEEE_01655	CDS	783	ybeM	3.5.1.128		Deaminated glutathione amidase
KNPMNEEE_01656	CDS	867	mqnD_2	4.1.-.-		1,4-dihydroxy-6-naphtoate synthase
KNPMNEEE_01657	CDS	330				hypothetical protein
KNPMNEEE_01658	CDS	195				hypothetical protein
KNPMNEEE_01659	CDS	126				hypothetical protein
KNPMNEEE_01660	CDS	264				hypothetical protein
KNPMNEEE_01661	CDS	963	insK_4		COG2801	Putative transposase InsK for insertion sequence element IS150
KNPMNEEE_01662	CDS	1188	yfmO			Multidrug efflux protein YfmO
KNPMNEEE_01663	CDS	303				hypothetical protein
KNPMNEEE_01664	CDS	246				hypothetical protein
KNPMNEEE_01665	tRNA	73				tRNA-Val(gac)
KNPMNEEE_01666	CDS	621				hypothetical protein
KNPMNEEE_01667	CDS	1056				hypothetical protein
KNPMNEEE_01668	CDS	639				hypothetical protein
KNPMNEEE_01669	CDS	573				hypothetical protein
KNPMNEEE_01670	CDS	966	thiL_2	2.7.4.16	COG0611	Thiamine-monophosphate kinase
KNPMNEEE_01671	CDS	516	grpE			Protein GrpE
KNPMNEEE_01672	CDS	1881	dnaK_3		COG0443	Chaperone protein DnaK
KNPMNEEE_01673	CDS	1104	dnaJ_2		COG0484	Chaperone protein DnaJ
KNPMNEEE_01674	CDS	924				hypothetical protein
KNPMNEEE_01675	CDS	732				hypothetical protein
KNPMNEEE_01676	CDS	1143				hypothetical protein
KNPMNEEE_01677	CDS	180				hypothetical protein
KNPMNEEE_01678	CDS	816				hypothetical protein
KNPMNEEE_01679	CDS	825	recA			Protein RecA
KNPMNEEE_01680	CDS	780				hypothetical protein
KNPMNEEE_01681	CDS	3471	smc_2		COG1196	Chromosome partition protein Smc
KNPMNEEE_01682	CDS	1623	miaB_2	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KNPMNEEE_01683	CDS	183				hypothetical protein
KNPMNEEE_01684	CDS	990				hypothetical protein
KNPMNEEE_01685	CDS	279				hypothetical protein
KNPMNEEE_01686	CDS	1020				hypothetical protein
KNPMNEEE_01687	CDS	711				hypothetical protein
KNPMNEEE_01688	CDS	447				hypothetical protein
KNPMNEEE_01689	CDS	1206	yjhB			Putative metabolite transport protein YjhB
KNPMNEEE_01690	CDS	918				hypothetical protein
KNPMNEEE_01691	CDS	1848				hypothetical protein
KNPMNEEE_01692	CDS	615	mhpC_1	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
KNPMNEEE_01693	CDS	1572				hypothetical protein
KNPMNEEE_01694	CDS	423	mhqR		COG1846	HTH-type transcriptional regulator MhqR
KNPMNEEE_01695	CDS	246				hypothetical protein
KNPMNEEE_01696	CDS	1380	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
KNPMNEEE_01697	CDS	858				hypothetical protein
KNPMNEEE_01698	CDS	165				hypothetical protein
KNPMNEEE_01699	CDS	243				hypothetical protein
KNPMNEEE_01700	CDS	402				hypothetical protein
KNPMNEEE_01701	CDS	1317				hypothetical protein
KNPMNEEE_01702	CDS	777		2.5.1.68	COG0020	(2Z,6E)-farnesyl diphosphate synthase
KNPMNEEE_01703	CDS	933				hypothetical protein
KNPMNEEE_01704	CDS	2046				hypothetical protein
KNPMNEEE_01705	CDS	159				hypothetical protein
KNPMNEEE_01706	CDS	144				hypothetical protein
KNPMNEEE_01707	CDS	1368	purB	4.3.2.2		Adenylosuccinate lyase
KNPMNEEE_01708	CDS	585				hypothetical protein
KNPMNEEE_01709	CDS	657			COG3253	putative protein/MSMEI_2713
KNPMNEEE_01710	CDS	357	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
KNPMNEEE_01711	CDS	231				hypothetical protein
KNPMNEEE_01712	CDS	438				hypothetical protein
KNPMNEEE_01713	CDS	597				hypothetical protein
KNPMNEEE_01714	CDS	1434	csbC_6			putative metabolite transport protein CsbC
KNPMNEEE_01715	CDS	297				hypothetical protein
KNPMNEEE_01716	CDS	663				hypothetical protein
KNPMNEEE_01717	CDS	1365	gadA	4.1.1.15	COG0076	Glutamate decarboxylase
KNPMNEEE_01718	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
KNPMNEEE_01719	CDS	753	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
KNPMNEEE_01720	CDS	546	priA	5.3.1.16	COG0106	Phosphoribosyl isomerase A
KNPMNEEE_01721	CDS	99				hypothetical protein
KNPMNEEE_01722	CDS	570	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
KNPMNEEE_01723	CDS	531	hisB_2	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
KNPMNEEE_01724	CDS	1128	hisD	1.1.1.23		Histidinol dehydrogenase
KNPMNEEE_01725	CDS	633	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
KNPMNEEE_01726	CDS	765	hisZ			ATP phosphoribosyltransferase regulatory subunit
KNPMNEEE_01727	CDS	165				hypothetical protein
KNPMNEEE_01728	CDS	1041				hypothetical protein
KNPMNEEE_01729	CDS	927	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
KNPMNEEE_01730	CDS	468				hypothetical protein
KNPMNEEE_01731	CDS	1872				hypothetical protein
KNPMNEEE_01732	CDS	612				hypothetical protein
KNPMNEEE_01733	CDS	237				hypothetical protein
KNPMNEEE_01734	CDS	285				hypothetical protein
KNPMNEEE_01735	CDS	405				hypothetical protein
KNPMNEEE_01736	CDS	453				hypothetical protein
KNPMNEEE_01737	CDS	1623				hypothetical protein
KNPMNEEE_01738	CDS	792	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
KNPMNEEE_01739	CDS	510				hypothetical protein
KNPMNEEE_01740	CDS	285				hypothetical protein
KNPMNEEE_01741	CDS	270				hypothetical protein
KNPMNEEE_01742	CDS	429	sgaA	2.6.1.45	COG0075	Serine--glyoxylate aminotransferase
KNPMNEEE_01743	CDS	1218	coaBC	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
KNPMNEEE_01744	CDS	1065	dinB	2.7.7.7	COG0389	DNA polymerase IV
KNPMNEEE_01745	CDS	555				hypothetical protein
KNPMNEEE_01746	CDS	1446	ribZ_2			Riboflavin transporter RibZ
KNPMNEEE_01747	CDS	1638	lcfB_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KNPMNEEE_01748	CDS	1452	abfD	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
KNPMNEEE_01749	CDS	300				hypothetical protein
KNPMNEEE_01750	CDS	768	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
KNPMNEEE_01751	CDS	105				hypothetical protein
KNPMNEEE_01752	CDS	237				hypothetical protein
KNPMNEEE_01753	CDS	2028	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
KNPMNEEE_01754	CDS	399				hypothetical protein
KNPMNEEE_01755	CDS	135				hypothetical protein
KNPMNEEE_01756	CDS	1179	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
KNPMNEEE_01757	CDS	243				hypothetical protein
KNPMNEEE_01758	CDS	1716	yveA_6		COG0531	Aspartate-proton symporter
KNPMNEEE_01759	CDS	1065	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
KNPMNEEE_01760	CDS	600	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
KNPMNEEE_01761	CDS	753	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
KNPMNEEE_01762	CDS	201				hypothetical protein
KNPMNEEE_01763	CDS	498				hypothetical protein
KNPMNEEE_01764	CDS	1389				hypothetical protein
KNPMNEEE_01765	CDS	1467	mdtD_4			Putative multidrug resistance protein MdtD
KNPMNEEE_01766	CDS	750		4.2.1.150	COG1024	Crotonyl-CoA hydratase
KNPMNEEE_01767	CDS	336				hypothetical protein
KNPMNEEE_01768	CDS	378				hypothetical protein
KNPMNEEE_01769	CDS	357				hypothetical protein
KNPMNEEE_01770	CDS	948	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
KNPMNEEE_01771	CDS	1149	exuT			Hexuronate transporter
KNPMNEEE_01772	CDS	1512		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KNPMNEEE_01773	CDS	1647				hypothetical protein
KNPMNEEE_01774	CDS	774				hypothetical protein
KNPMNEEE_01775	CDS	588				hypothetical protein
KNPMNEEE_01776	CDS	258				hypothetical protein
KNPMNEEE_01777	CDS	924				hypothetical protein
KNPMNEEE_01778	CDS	1983				hypothetical protein
KNPMNEEE_01779	CDS	675				hypothetical protein
KNPMNEEE_01780	CDS	279				hypothetical protein
KNPMNEEE_01781	CDS	204				hypothetical protein
KNPMNEEE_01782	CDS	132				hypothetical protein
KNPMNEEE_01783	CDS	90				hypothetical protein
KNPMNEEE_01784	CDS	978				hypothetical protein
KNPMNEEE_01785	CDS	267				hypothetical protein
KNPMNEEE_01786	CDS	525				hypothetical protein
KNPMNEEE_01787	CDS	1110				hypothetical protein
KNPMNEEE_01788	CDS	486	tmung	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
KNPMNEEE_01789	CDS	519				hypothetical protein
KNPMNEEE_01790	CDS	675				hypothetical protein
KNPMNEEE_01791	CDS	423				hypothetical protein
KNPMNEEE_01792	CDS	897	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
KNPMNEEE_01793	CDS	744	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
KNPMNEEE_01794	CDS	162				hypothetical protein
KNPMNEEE_01795	CDS	339				hypothetical protein
KNPMNEEE_01796	CDS	1011	ilvC	1.1.1.382		Ketol-acid reductoisomerase (NAD(+))
KNPMNEEE_01797	CDS	315				hypothetical protein
KNPMNEEE_01798	CDS	1740	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
KNPMNEEE_01799	CDS	1659	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
KNPMNEEE_01800	CDS	252				hypothetical protein
KNPMNEEE_01801	CDS	156				hypothetical protein
KNPMNEEE_01802	CDS	1182	thlA_2	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KNPMNEEE_01803	CDS	1128				IS200/IS605 family transposase ISHvo24
KNPMNEEE_01804	CDS	297				hypothetical protein
KNPMNEEE_01805	CDS	168				hypothetical protein
KNPMNEEE_01806	CDS	138				hypothetical protein
KNPMNEEE_01807	CDS	168				hypothetical protein
KNPMNEEE_01808	CDS	1164	thlA_3	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
KNPMNEEE_01809	CDS	1194				hypothetical protein
KNPMNEEE_01810	CDS	519				hypothetical protein
KNPMNEEE_01811	CDS	492				hypothetical protein
KNPMNEEE_01812	CDS	306				hypothetical protein
KNPMNEEE_01813	CDS	729		1.1.1.119	COG1028	Glucose 1-dehydrogenase
KNPMNEEE_01814	CDS	663	udgb	3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
KNPMNEEE_01815	CDS	294				hypothetical protein
KNPMNEEE_01816	CDS	570				hypothetical protein
KNPMNEEE_01817	CDS	429				hypothetical protein
KNPMNEEE_01818	CDS	312				hypothetical protein
KNPMNEEE_01819	CDS	285				hypothetical protein
KNPMNEEE_01820	CDS	300				hypothetical protein
KNPMNEEE_01821	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
KNPMNEEE_01822	CDS	456	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
KNPMNEEE_01823	CDS	630				hypothetical protein
KNPMNEEE_01824	CDS	390				hypothetical protein
KNPMNEEE_01825	CDS	357				hypothetical protein
KNPMNEEE_01826	CDS	612				hypothetical protein
KNPMNEEE_01827	CDS	132				hypothetical protein
KNPMNEEE_01828	CDS	378				hypothetical protein
KNPMNEEE_01829	CDS	450				hypothetical protein
KNPMNEEE_01830	CDS	900	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
KNPMNEEE_01831	CDS	822				hypothetical protein
KNPMNEEE_01832	CDS	852				hypothetical protein
KNPMNEEE_01833	tRNA	75				tRNA-Glu(ctc)
KNPMNEEE_01834	CDS	810				hypothetical protein
KNPMNEEE_01835	CDS	657	drdA	4.1.2.-		5-deoxy-D-ribulose 1-phosphate aldolase
KNPMNEEE_01836	CDS	1569		2.3.1.-		tRNA uridine(34) acetyltransferase
KNPMNEEE_01837	CDS	561				hypothetical protein
KNPMNEEE_01838	CDS	675				hypothetical protein
KNPMNEEE_01839	CDS	786	cysM	2.5.1.47	COG0031	Cysteine synthase B
KNPMNEEE_01840	CDS	612	pspB_2	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
KNPMNEEE_01841	CDS	885	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
KNPMNEEE_01842	CDS	300				hypothetical protein
KNPMNEEE_01843	CDS	318				IS256 family transposase ISFac8
KNPMNEEE_01844	CDS	390				IS256 family transposase ISFac8
KNPMNEEE_01845	CDS	144				hypothetical protein
KNPMNEEE_01846	CDS	1680	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
KNPMNEEE_01847	CDS	1125	citZ	2.3.3.16	COG0372	Citrate synthase 2
KNPMNEEE_01848	CDS	426				hypothetical protein
KNPMNEEE_01849	CDS	708				hypothetical protein
KNPMNEEE_01850	CDS	1827	fixB_3			Protein FixB
KNPMNEEE_01851	CDS	1194				hypothetical protein
KNPMNEEE_01852	CDS	288				hypothetical protein
KNPMNEEE_01853	CDS	789	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
KNPMNEEE_01854	CDS	1593	nfdA	3.5.1.91		N-substituted formamide deformylase
KNPMNEEE_01855	CDS	684	nth_2	4.2.99.18	COG0177	Endonuclease III
KNPMNEEE_01856	CDS	3156	carB	6.3.5.5		Carbamoyl-phosphate synthase large chain
KNPMNEEE_01857	CDS	1047	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
KNPMNEEE_01858	CDS	912				hypothetical protein
KNPMNEEE_01859	CDS	1026				hypothetical protein
KNPMNEEE_01860	CDS	585	mhpC_2	3.7.1.14		2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
KNPMNEEE_01861	CDS	1221	ppsA_1	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
KNPMNEEE_01862	CDS	213				hypothetical protein
KNPMNEEE_01863	CDS	909	ppsA_2	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
KNPMNEEE_01864	CDS	780				hypothetical protein
KNPMNEEE_01865	CDS	921		5.1.3.2	COG1088	UDP-glucose 4-epimerase
KNPMNEEE_01866	CDS	342				hypothetical protein
KNPMNEEE_01867	CDS	267				hypothetical protein
KNPMNEEE_01868	CDS	813				hypothetical protein
KNPMNEEE_01869	CDS	969	hddA_2	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
KNPMNEEE_01870	CDS	570	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
KNPMNEEE_01871	CDS	564				hypothetical protein
KNPMNEEE_01872	CDS	1764	clcB			Voltage-gated ClC-type chloride channel ClcB
KNPMNEEE_01873	CDS	672				hypothetical protein
KNPMNEEE_01874	CDS	810	pheA			Bifunctional chorismate mutase/prephenate dehydratase
KNPMNEEE_01875	CDS	453				hypothetical protein
KNPMNEEE_01876	CDS	261				hypothetical protein
KNPMNEEE_01877	CDS	525	yrdA_2		COG0663	Protein YrdA
KNPMNEEE_01878	CDS	480	bcp_2	1.11.1.15	COG1225	Putative peroxiredoxin
KNPMNEEE_01879	CDS	678	tal_2	2.2.1.2	COG0176	Transaldolase
KNPMNEEE_01880	CDS	231				hypothetical protein
KNPMNEEE_01881	CDS	510				hypothetical protein
KNPMNEEE_01882	CDS	720			COG0596	putative protein
KNPMNEEE_01883	CDS	729				hypothetical protein
KNPMNEEE_01884	CDS	1236	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
KNPMNEEE_01885	CDS	807				hypothetical protein
KNPMNEEE_01886	CDS	354				hypothetical protein
KNPMNEEE_01887	CDS	846	folD		COG0190	Bifunctional protein FolD protein
KNPMNEEE_01888	CDS	255				hypothetical protein
KNPMNEEE_01889	CDS	963				hypothetical protein
KNPMNEEE_01890	CDS	579	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
KNPMNEEE_01891	CDS	162				hypothetical protein
KNPMNEEE_01892	tRNA	85				tRNA-Ser(gct)
KNPMNEEE_01893	CDS	471				hypothetical protein
KNPMNEEE_01894	CDS	291				hypothetical protein
KNPMNEEE_01895	CDS	306				hypothetical protein
KNPMNEEE_01896	CDS	942				hypothetical protein
KNPMNEEE_01897	CDS	597				hypothetical protein
KNPMNEEE_01898	CDS	321				hypothetical protein
KNPMNEEE_01899	CDS	720				hypothetical protein
KNPMNEEE_01900	CDS	228				hypothetical protein
KNPMNEEE_01901	CDS	489				hypothetical protein
KNPMNEEE_01902	CDS	930				hypothetical protein
KNPMNEEE_01903	CDS	1122				IS110 family transposase ISBth13
KNPMNEEE_01904	CDS	669				IS200/IS605 family transposase ISFac11
KNPMNEEE_01905	CDS	672				IS200/IS605 family transposase ISFac11
KNPMNEEE_01906	CDS	264				hypothetical protein
KNPMNEEE_01907	CDS	429				hypothetical protein
KNPMNEEE_01908	CDS	1548				hypothetical protein
KNPMNEEE_01909	CDS	876	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KNPMNEEE_01910	CDS	825				hypothetical protein
KNPMNEEE_01911	CDS	888				IS481 family transposase ISFac5
KNPMNEEE_01912	CDS	423				hypothetical protein
KNPMNEEE_01913	CDS	1200	yfcJ			putative MFS-type transporter YfcJ
KNPMNEEE_01914	CDS	150				hypothetical protein
KNPMNEEE_01915	CDS	516				hypothetical protein
KNPMNEEE_01916	CDS	285				hypothetical protein
KNPMNEEE_01917	CDS	675		1.11.1.15	COG0450	Peroxiredoxin
KNPMNEEE_01918	CDS	420				hypothetical protein
KNPMNEEE_01919	tRNA	72				tRNA-Ala(cgc)
KNPMNEEE_01920	CDS	621				hypothetical protein
KNPMNEEE_01921	CDS	252				hypothetical protein
KNPMNEEE_01922	CDS	210				hypothetical protein
KNPMNEEE_01923	CDS	315				hypothetical protein
KNPMNEEE_01924	CDS	669				IS200/IS605 family transposase ISFac11
KNPMNEEE_01925	CDS	690				IS200/IS605 family transposase ISFac11
KNPMNEEE_01926	CDS	171				hypothetical protein
KNPMNEEE_01927	CDS	141				hypothetical protein
KNPMNEEE_01928	CDS	153				hypothetical protein
KNPMNEEE_01929	CDS	1797				hypothetical protein
KNPMNEEE_01930	CDS	1122				hypothetical protein
KNPMNEEE_01931	CDS	237				hypothetical protein
KNPMNEEE_01932	CDS	156				hypothetical protein
KNPMNEEE_01933	CDS	486				hypothetical protein
KNPMNEEE_01934	CDS	576				hypothetical protein
KNPMNEEE_01935	CDS	1332				hypothetical protein
KNPMNEEE_01936	CDS	270				hypothetical protein
KNPMNEEE_01937	CDS	90				hypothetical protein
KNPMNEEE_01938	CDS	498				IS481 family transposase ISFac5
KNPMNEEE_01939	CDS	93				hypothetical protein
KNPMNEEE_01940	CDS	1038				hypothetical protein
KNPMNEEE_01941	CDS	465				hypothetical protein
KNPMNEEE_01942	CDS	537				hypothetical protein
KNPMNEEE_01943	CDS	975	htpX_2	3.4.24.-		Protease HtpX
KNPMNEEE_01944	CDS	558				hypothetical protein
KNPMNEEE_01945	CDS	123				hypothetical protein
KNPMNEEE_01946	CDS	138				hypothetical protein
KNPMNEEE_01947	CDS	1311	npr	1.11.1.1	COG0446	NADH peroxidase
KNPMNEEE_01948	CDS	756	ppm1_2	2.4.1.-		Polyprenol monophosphomannose synthase
KNPMNEEE_01949	CDS	804				hypothetical protein
KNPMNEEE_01950	CDS	234				hypothetical protein
KNPMNEEE_01951	CDS	588	ahpC	1.11.1.15		Alkyl hydroperoxide reductase C
KNPMNEEE_01952	CDS	624				hypothetical protein
KNPMNEEE_01953	CDS	783	smc_3			Chromosome partition protein Smc
KNPMNEEE_01954	CDS	129				hypothetical protein
KNPMNEEE_01955	CDS	123				hypothetical protein
KNPMNEEE_01956	CDS	324				hypothetical protein
KNPMNEEE_01957	CDS	678				hypothetical protein
KNPMNEEE_01958	CDS	513				hypothetical protein
KNPMNEEE_01959	CDS	780	purK_1	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
KNPMNEEE_01960	CDS	321	purK_2	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
KNPMNEEE_01961	CDS	327	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
KNPMNEEE_01962	CDS	1644	namA	1.6.99.1		NADPH dehydrogenase
KNPMNEEE_01963	CDS	549				hypothetical protein
KNPMNEEE_01964	CDS	1452	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
KNPMNEEE_01965	CDS	237	moaD			Molybdopterin synthase sulfur carrier subunit
KNPMNEEE_01966	CDS	447	moaA_2			GTP 3',8-cyclase
KNPMNEEE_01967	CDS	423	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
KNPMNEEE_01968	CDS	723				hypothetical protein
KNPMNEEE_01969	CDS	840	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KNPMNEEE_01970	CDS	198				hypothetical protein
KNPMNEEE_01971	CDS	258				hypothetical protein
KNPMNEEE_01972	CDS	807	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
KNPMNEEE_01973	CDS	303				hypothetical protein
KNPMNEEE_01974	CDS	195				hypothetical protein
KNPMNEEE_01975	CDS	603				hypothetical protein
KNPMNEEE_01976	CDS	1038				hypothetical protein
KNPMNEEE_01977	CDS	1392	proS	6.1.1.15	COG0442	Proline--tRNA ligase
KNPMNEEE_01978	CDS	369				hypothetical protein
KNPMNEEE_01979	CDS	234				hypothetical protein
KNPMNEEE_01980	CDS	1023	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
KNPMNEEE_01981	CDS	1047				hypothetical protein
KNPMNEEE_01982	CDS	1206	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
KNPMNEEE_01983	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
KNPMNEEE_01984	CDS	1356	xylT			D-xylose transporter
KNPMNEEE_01985	CDS	411	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
KNPMNEEE_01986	CDS	429				hypothetical protein
KNPMNEEE_01987	CDS	357				hypothetical protein
KNPMNEEE_01988	CDS	957	trxB	1.8.1.9	COG0492	Thioredoxin reductase
KNPMNEEE_01989	CDS	834				hypothetical protein
KNPMNEEE_01990	CDS	411				hypothetical protein
KNPMNEEE_01991	CDS	1290		4.2.1.79		2-methylcitrate dehydratase
KNPMNEEE_01992	CDS	852	mmgF	4.1.3.-	COG2513	2-methylisocitrate lyase
KNPMNEEE_01993	CDS	744		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
KNPMNEEE_01994	CDS	825				IS200/IS605 family transposase ISMma22
KNPMNEEE_01995	CDS	438				hypothetical protein
KNPMNEEE_01996	CDS	636				hypothetical protein
KNPMNEEE_01997	CDS	1689	mdtD_5			Putative multidrug resistance protein MdtD
KNPMNEEE_01998	CDS	831				hypothetical protein
KNPMNEEE_01999	CDS	1221				hypothetical protein
KNPMNEEE_02000	CDS	522	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
KNPMNEEE_02001	CDS	234				hypothetical protein
KNPMNEEE_02002	CDS	282				hypothetical protein
