item	layer	value
GC_00000075	S12936484	1
GC_00000075	S259100318	1
GC_00000075	S259100328	1
GC_00000075	S259100333	1
GC_00000075	S259100335	1
GC_00000075	S259100337	1
GC_00000075	S259100341	1
GC_00000075	S25910037	1
GC_00000075	S25910039	1
GC_00000075	S33314612	1
GC_00000075	S749695	1
GC_00000075	SFerroplasmacircular	1
GC_00000075	SMAG00006	1
GC_00000076	S12936484	0
GC_00000076	S259100318	1
GC_00000076	S259100328	0
GC_00000076	S259100333	0
GC_00000076	S259100335	0
GC_00000076	S259100337	0
GC_00000076	S259100341	0
GC_00000076	S25910037	0
GC_00000076	S25910039	0
GC_00000076	S33314612	1
GC_00000076	S749695	1
GC_00000076	SFerroplasmacircular	1
GC_00000076	SMAG00006	1
GC_00000077	S12936484	1
GC_00000077	S259100318	1
GC_00000077	S259100328	1
GC_00000077	S259100333	1
GC_00000077	S259100335	1
GC_00000077	S259100337	1
GC_00000077	S259100341	1
GC_00000077	S25910037	1
GC_00000077	S25910039	1
GC_00000077	S33314612	1
GC_00000077	S749695	1
GC_00000077	SFerroplasmacircular	1
GC_00000077	SMAG00006	1
GC_00000078	S12936484	1
GC_00000078	S259100318	0
GC_00000078	S259100328	1
GC_00000078	S259100333	1
GC_00000078	S259100335	1
GC_00000078	S259100337	1
GC_00000078	S259100341	1
GC_00000078	S25910037	1
GC_00000078	S25910039	0
GC_00000078	S33314612	1
GC_00000078	S749695	1
GC_00000078	SFerroplasmacircular	1
GC_00000078	SMAG00006	1
GC_00000079	S12936484	1
GC_00000079	S259100318	1
GC_00000079	S259100328	1
GC_00000079	S259100333	1
GC_00000079	S259100335	1
GC_00000079	S259100337	1
GC_00000079	S259100341	1
GC_00000079	S25910037	1
GC_00000079	S25910039	1
GC_00000079	S33314612	1
GC_00000079	S749695	1
GC_00000079	SFerroplasmacircular	1
GC_00000079	SMAG00006	1
GC_00000080	S12936484	1
GC_00000080	S259100318	1
GC_00000080	S259100328	1
GC_00000080	S259100333	0
GC_00000080	S259100335	1
GC_00000080	S259100337	1
GC_00000080	S259100341	1
GC_00000080	S25910037	0
GC_00000080	S25910039	1
GC_00000080	S33314612	1
GC_00000080	S749695	1
GC_00000080	SFerroplasmacircular	1
GC_00000080	SMAG00006	1
GC_00000081	S12936484	1
GC_00000081	S259100318	1
GC_00000081	S259100328	1
GC_00000081	S259100333	1
GC_00000081	S259100335	1
GC_00000081	S259100337	1
GC_00000081	S259100341	1
GC_00000081	S25910037	1
GC_00000081	S25910039	1
GC_00000081	S33314612	1
GC_00000081	S749695	1
GC_00000081	SFerroplasmacircular	1
GC_00000081	SMAG00006	1
GC_00000082	S12936484	1
GC_00000082	S259100318	1
GC_00000082	S259100328	1
GC_00000082	S259100333	1
GC_00000082	S259100335	1
GC_00000082	S259100337	1
GC_00000082	S259100341	1
GC_00000082	S25910037	1
GC_00000082	S25910039	1
GC_00000082	S33314612	1
GC_00000082	S749695	1
GC_00000082	SFerroplasmacircular	1
GC_00000082	SMAG00006	1
GC_00000083	S12936484	1
GC_00000083	S259100318	1
GC_00000083	S259100328	1
GC_00000083	S259100333	1
GC_00000083	S259100335	1
GC_00000083	S259100337	1
GC_00000083	S259100341	1
GC_00000083	S25910037	1
GC_00000083	S25910039	1
GC_00000083	S33314612	1
GC_00000083	S749695	1
GC_00000083	SFerroplasmacircular	1
GC_00000083	SMAG00006	1
GC_00000084	S12936484	1
GC_00000084	S259100318	1
GC_00000084	S259100328	1
GC_00000084	S259100333	1
GC_00000084	S259100335	1
GC_00000084	S259100337	1
GC_00000084	S259100341	1
GC_00000084	S25910037	1
GC_00000084	S25910039	1
GC_00000084	S33314612	1
GC_00000084	S749695	1
GC_00000084	SFerroplasmacircular	1
GC_00000084	SMAG00006	1
GC_00000085	S12936484	1
GC_00000085	S259100318	1
GC_00000085	S259100328	1
GC_00000085	S259100333	1
GC_00000085	S259100335	1
GC_00000085	S259100337	1
GC_00000085	S259100341	1
GC_00000085	S25910037	1
GC_00000085	S25910039	1
GC_00000085	S33314612	1
GC_00000085	S749695	1
GC_00000085	SFerroplasmacircular	1
GC_00000085	SMAG00006	1
GC_00000086	S12936484	1
GC_00000086	S259100318	0
GC_00000086	S259100328	0
GC_00000086	S259100333	1
GC_00000086	S259100335	1
GC_00000086	S259100337	1
GC_00000086	S259100341	1
GC_00000086	S25910037	1
GC_00000086	S25910039	1
GC_00000086	S33314612	1
GC_00000086	S749695	1
GC_00000086	SFerroplasmacircular	1
GC_00000086	SMAG00006	1
GC_00000087	S12936484	1
GC_00000087	S259100318	1
GC_00000087	S259100328	1
GC_00000087	S259100333	1
GC_00000087	S259100335	1
GC_00000087	S259100337	1
GC_00000087	S259100341	1
GC_00000087	S25910037	1
GC_00000087	S25910039	0
GC_00000087	S33314612	1
GC_00000087	S749695	1
GC_00000087	SFerroplasmacircular	1
GC_00000087	SMAG00006	1
GC_00000088	S12936484	1
GC_00000088	S259100318	1
GC_00000088	S259100328	1
GC_00000088	S259100333	1
GC_00000088	S259100335	1
GC_00000088	S259100337	1
GC_00000088	S259100341	1
GC_00000088	S25910037	1
GC_00000088	S25910039	1
GC_00000088	S33314612	1
GC_00000088	S749695	1
GC_00000088	SFerroplasmacircular	1
GC_00000088	SMAG00006	1
GC_00000089	S12936484	1
GC_00000089	S259100318	1
GC_00000089	S259100328	1
GC_00000089	S259100333	1
GC_00000089	S259100335	1
GC_00000089	S259100337	1
GC_00000089	S259100341	1
GC_00000089	S25910037	1
GC_00000089	S25910039	1
GC_00000089	S33314612	1
GC_00000089	S749695	1
GC_00000089	SFerroplasmacircular	1
GC_00000089	SMAG00006	1
GC_00000090	S12936484	1
GC_00000090	S259100318	1
GC_00000090	S259100328	1
GC_00000090	S259100333	0
GC_00000090	S259100335	1
GC_00000090	S259100337	1
GC_00000090	S259100341	1
GC_00000090	S25910037	1
GC_00000090	S25910039	1
GC_00000090	S33314612	1
GC_00000090	S749695	1
GC_00000090	SFerroplasmacircular	1
GC_00000090	SMAG00006	1
GC_00000091	S12936484	1
GC_00000091	S259100318	1
GC_00000091	S259100328	0
GC_00000091	S259100333	1
GC_00000091	S259100335	0
GC_00000091	S259100337	0
GC_00000091	S259100341	0
GC_00000091	S25910037	0
GC_00000091	S25910039	1
GC_00000091	S33314612	1
GC_00000091	S749695	1
GC_00000091	SFerroplasmacircular	1
GC_00000091	SMAG00006	1
GC_00000092	S12936484	1
GC_00000092	S259100318	1
GC_00000092	S259100328	1
GC_00000092	S259100333	1
GC_00000092	S259100335	1
GC_00000092	S259100337	1
GC_00000092	S259100341	1
GC_00000092	S25910037	1
GC_00000092	S25910039	1
GC_00000092	S33314612	1
GC_00000092	S749695	1
GC_00000092	SFerroplasmacircular	1
GC_00000092	SMAG00006	1
GC_00000093	S12936484	0
GC_00000093	S259100318	1
GC_00000093	S259100328	1
GC_00000093	S259100333	1
GC_00000093	S259100335	1
GC_00000093	S259100337	1
GC_00000093	S259100341	1
GC_00000093	S25910037	1
GC_00000093	S25910039	1
GC_00000093	S33314612	1
GC_00000093	S749695	1
GC_00000093	SFerroplasmacircular	1
GC_00000093	SMAG00006	1
GC_00000094	S12936484	1
GC_00000094	S259100318	1
GC_00000094	S259100328	1
GC_00000094	S259100333	1
GC_00000094	S259100335	1
GC_00000094	S259100337	1
GC_00000094	S259100341	1
GC_00000094	S25910037	1
GC_00000094	S25910039	1
GC_00000094	S33314612	1
GC_00000094	S749695	1
GC_00000094	SFerroplasmacircular	1
GC_00000094	SMAG00006	1
GC_00000095	S12936484	1
GC_00000095	S259100318	1
GC_00000095	S259100328	1
GC_00000095	S259100333	1
GC_00000095	S259100335	1
GC_00000095	S259100337	1
GC_00000095	S259100341	1
GC_00000095	S25910037	1
GC_00000095	S25910039	1
GC_00000095	S33314612	1
GC_00000095	S749695	1
GC_00000095	SFerroplasmacircular	1
GC_00000095	SMAG00006	1
GC_00000096	S12936484	1
GC_00000096	S259100318	1
GC_00000096	S259100328	1
GC_00000096	S259100333	1
GC_00000096	S259100335	1
GC_00000096	S259100337	1
GC_00000096	S259100341	1
GC_00000096	S25910037	1
GC_00000096	S25910039	1
GC_00000096	S33314612	1
GC_00000096	S749695	1
GC_00000096	SFerroplasmacircular	1
GC_00000096	SMAG00006	1
GC_00000097	S12936484	1
GC_00000097	S259100318	1
GC_00000097	S259100328	1
GC_00000097	S259100333	1
GC_00000097	S259100335	1
GC_00000097	S259100337	1
GC_00000097	S259100341	1
GC_00000097	S25910037	1
GC_00000097	S25910039	1
GC_00000097	S33314612	1
GC_00000097	S749695	1
GC_00000097	SFerroplasmacircular	1
GC_00000097	SMAG00006	1
GC_00000098	S12936484	1
GC_00000098	S259100318	1
GC_00000098	S259100328	1
GC_00000098	S259100333	1
GC_00000098	S259100335	1
GC_00000098	S259100337	1
GC_00000098	S259100341	1
GC_00000098	S25910037	1
GC_00000098	S25910039	1
GC_00000098	S33314612	1
GC_00000098	S749695	1
GC_00000098	SFerroplasmacircular	0
GC_00000098	SMAG00006	1
GC_00000099	S12936484	1
GC_00000099	S259100318	1
GC_00000099	S259100328	1
GC_00000099	S259100333	1
GC_00000099	S259100335	1
GC_00000099	S259100337	1
GC_00000099	S259100341	1
GC_00000099	S25910037	1
GC_00000099	S25910039	1
GC_00000099	S33314612	1
GC_00000099	S749695	1
GC_00000099	SFerroplasmacircular	1
GC_00000099	SMAG00006	1
GC_00000100	S12936484	1
GC_00000100	S259100318	1
GC_00000100	S259100328	1
GC_00000100	S259100333	1
GC_00000100	S259100335	1
GC_00000100	S259100337	1
GC_00000100	S259100341	1
GC_00000100	S25910037	1
GC_00000100	S25910039	1
GC_00000100	S33314612	1
GC_00000100	S749695	1
GC_00000100	SFerroplasmacircular	1
GC_00000100	SMAG00006	1
GC_00000101	S12936484	1
GC_00000101	S259100318	1
GC_00000101	S259100328	1
GC_00000101	S259100333	1
GC_00000101	S259100335	0
GC_00000101	S259100337	1
GC_00000101	S259100341	0
GC_00000101	S25910037	1
GC_00000101	S25910039	0
GC_00000101	S33314612	1
GC_00000101	S749695	1
GC_00000101	SFerroplasmacircular	0
GC_00000101	SMAG00006	0
GC_00000102	S12936484	1
GC_00000102	S259100318	1
GC_00000102	S259100328	1
GC_00000102	S259100333	1
GC_00000102	S259100335	1
GC_00000102	S259100337	1
GC_00000102	S259100341	1
GC_00000102	S25910037	1
GC_00000102	S25910039	1
GC_00000102	S33314612	1
GC_00000102	S749695	1
GC_00000102	SFerroplasmacircular	1
GC_00000102	SMAG00006	1
GC_00000103	S12936484	1
GC_00000103	S259100318	1
GC_00000103	S259100328	1
GC_00000103	S259100333	1
GC_00000103	S259100335	1
GC_00000103	S259100337	1
GC_00000103	S259100341	1
GC_00000103	S25910037	1
GC_00000103	S25910039	1
GC_00000103	S33314612	1
GC_00000103	S749695	1
GC_00000103	SFerroplasmacircular	1
GC_00000103	SMAG00006	1
GC_00000104	S12936484	1
GC_00000104	S259100318	1
GC_00000104	S259100328	1
GC_00000104	S259100333	0
GC_00000104	S259100335	1
GC_00000104	S259100337	1
GC_00000104	S259100341	1
GC_00000104	S25910037	1
GC_00000104	S25910039	1
GC_00000104	S33314612	1
GC_00000104	S749695	1
GC_00000104	SFerroplasmacircular	1
GC_00000104	SMAG00006	1
GC_00000105	S12936484	1
GC_00000105	S259100318	1
GC_00000105	S259100328	1
GC_00000105	S259100333	1
GC_00000105	S259100335	1
GC_00000105	S259100337	1
GC_00000105	S259100341	1
GC_00000105	S25910037	1
GC_00000105	S25910039	0
GC_00000105	S33314612	1
GC_00000105	S749695	1
GC_00000105	SFerroplasmacircular	1
GC_00000105	SMAG00006	1
GC_00000106	S12936484	1
GC_00000106	S259100318	1
GC_00000106	S259100328	1
GC_00000106	S259100333	1
GC_00000106	S259100335	1
GC_00000106	S259100337	1
GC_00000106	S259100341	1
GC_00000106	S25910037	1
GC_00000106	S25910039	1
GC_00000106	S33314612	1
GC_00000106	S749695	1
GC_00000106	SFerroplasmacircular	1
GC_00000106	SMAG00006	1
GC_00000107	S12936484	1
GC_00000107	S259100318	1
GC_00000107	S259100328	1
GC_00000107	S259100333	1
GC_00000107	S259100335	1
GC_00000107	S259100337	1
GC_00000107	S259100341	1
GC_00000107	S25910037	1
GC_00000107	S25910039	0
GC_00000107	S33314612	1
GC_00000107	S749695	1
GC_00000107	SFerroplasmacircular	1
GC_00000107	SMAG00006	1
GC_00000108	S12936484	1
GC_00000108	S259100318	1
GC_00000108	S259100328	1
GC_00000108	S259100333	1
GC_00000108	S259100335	1
GC_00000108	S259100337	1
GC_00000108	S259100341	1
GC_00000108	S25910037	1
GC_00000108	S25910039	1
GC_00000108	S33314612	1
GC_00000108	S749695	1
GC_00000108	SFerroplasmacircular	1
GC_00000108	SMAG00006	1
GC_00000109	S12936484	1
GC_00000109	S259100318	1
GC_00000109	S259100328	1
GC_00000109	S259100333	1
GC_00000109	S259100335	1
GC_00000109	S259100337	1
GC_00000109	S259100341	1
GC_00000109	S25910037	1
GC_00000109	S25910039	1
GC_00000109	S33314612	1
GC_00000109	S749695	1
GC_00000109	SFerroplasmacircular	1
GC_00000109	SMAG00006	1
GC_00000110	S12936484	1
GC_00000110	S259100318	1
GC_00000110	S259100328	1
GC_00000110	S259100333	0
GC_00000110	S259100335	1
GC_00000110	S259100337	1
GC_00000110	S259100341	1
GC_00000110	S25910037	1
GC_00000110	S25910039	1
GC_00000110	S33314612	1
GC_00000110	S749695	1
GC_00000110	SFerroplasmacircular	1
GC_00000110	SMAG00006	1
GC_00000111	S12936484	1
GC_00000111	S259100318	1
GC_00000111	S259100328	1
GC_00000111	S259100333	1
GC_00000111	S259100335	1
GC_00000111	S259100337	1
GC_00000111	S259100341	1
GC_00000111	S25910037	1
GC_00000111	S25910039	1
GC_00000111	S33314612	1
GC_00000111	S749695	1
GC_00000111	SFerroplasmacircular	1
GC_00000111	SMAG00006	1
GC_00000112	S12936484	1
GC_00000112	S259100318	1
GC_00000112	S259100328	1
GC_00000112	S259100333	1
GC_00000112	S259100335	1
GC_00000112	S259100337	1
GC_00000112	S259100341	1
GC_00000112	S25910037	1
GC_00000112	S25910039	1
GC_00000112	S33314612	1
GC_00000112	S749695	1
GC_00000112	SFerroplasmacircular	1
GC_00000112	SMAG00006	1
GC_00000113	S12936484	1
GC_00000113	S259100318	1
GC_00000113	S259100328	1
GC_00000113	S259100333	1
GC_00000113	S259100335	1
GC_00000113	S259100337	1
GC_00000113	S259100341	1
GC_00000113	S25910037	1
GC_00000113	S25910039	1
GC_00000113	S33314612	1
GC_00000113	S749695	1
GC_00000113	SFerroplasmacircular	1
GC_00000113	SMAG00006	1
GC_00000114	S12936484	1
GC_00000114	S259100318	1
GC_00000114	S259100328	1
GC_00000114	S259100333	1
GC_00000114	S259100335	1
GC_00000114	S259100337	1
GC_00000114	S259100341	1
GC_00000114	S25910037	1
GC_00000114	S25910039	1
GC_00000114	S33314612	1
GC_00000114	S749695	1
GC_00000114	SFerroplasmacircular	1
GC_00000114	SMAG00006	1
GC_00000115	S12936484	1
GC_00000115	S259100318	1
GC_00000115	S259100328	1
GC_00000115	S259100333	1
GC_00000115	S259100335	1
GC_00000115	S259100337	1
GC_00000115	S259100341	1
GC_00000115	S25910037	1
GC_00000115	S25910039	1
GC_00000115	S33314612	1
GC_00000115	S749695	1
GC_00000115	SFerroplasmacircular	1
GC_00000115	SMAG00006	1
GC_00000116	S12936484	1
GC_00000116	S259100318	1
GC_00000116	S259100328	1
GC_00000116	S259100333	1
GC_00000116	S259100335	1
GC_00000116	S259100337	1
GC_00000116	S259100341	1
GC_00000116	S25910037	1
GC_00000116	S25910039	1
GC_00000116	S33314612	1
GC_00000116	S749695	1
GC_00000116	SFerroplasmacircular	1
GC_00000116	SMAG00006	1
GC_00000117	S12936484	1
GC_00000117	S259100318	1
GC_00000117	S259100328	1
GC_00000117	S259100333	1
GC_00000117	S259100335	1
GC_00000117	S259100337	1
GC_00000117	S259100341	1
GC_00000117	S25910037	1
GC_00000117	S25910039	1
GC_00000117	S33314612	1
GC_00000117	S749695	1
GC_00000117	SFerroplasmacircular	1
GC_00000117	SMAG00006	1
GC_00000118	S12936484	1
GC_00000118	S259100318	1
GC_00000118	S259100328	1
GC_00000118	S259100333	1
GC_00000118	S259100335	1
GC_00000118	S259100337	1
GC_00000118	S259100341	1
GC_00000118	S25910037	1
GC_00000118	S25910039	1
GC_00000118	S33314612	1
GC_00000118	S749695	1
GC_00000118	SFerroplasmacircular	1
GC_00000118	SMAG00006	1
GC_00000119	S12936484	1
GC_00000119	S259100318	1
GC_00000119	S259100328	1
GC_00000119	S259100333	1
GC_00000119	S259100335	1
GC_00000119	S259100337	1
GC_00000119	S259100341	1
GC_00000119	S25910037	0
GC_00000119	S25910039	1
GC_00000119	S33314612	1
GC_00000119	S749695	1
GC_00000119	SFerroplasmacircular	1
GC_00000119	SMAG00006	1
GC_00000120	S12936484	1
GC_00000120	S259100318	1
GC_00000120	S259100328	1
GC_00000120	S259100333	1
GC_00000120	S259100335	1
GC_00000120	S259100337	1
GC_00000120	S259100341	1
GC_00000120	S25910037	1
GC_00000120	S25910039	1
GC_00000120	S33314612	1
GC_00000120	S749695	1
GC_00000120	SFerroplasmacircular	1
GC_00000120	SMAG00006	1
GC_00000121	S12936484	1
GC_00000121	S259100318	1
GC_00000121	S259100328	1
GC_00000121	S259100333	1
GC_00000121	S259100335	1
GC_00000121	S259100337	1
GC_00000121	S259100341	1
GC_00000121	S25910037	1
GC_00000121	S25910039	1
GC_00000121	S33314612	1
GC_00000121	S749695	1
GC_00000121	SFerroplasmacircular	1
GC_00000121	SMAG00006	1
GC_00000122	S12936484	1
GC_00000122	S259100318	1
GC_00000122	S259100328	1
GC_00000122	S259100333	1
GC_00000122	S259100335	1
GC_00000122	S259100337	1
GC_00000122	S259100341	1
GC_00000122	S25910037	1
GC_00000122	S25910039	1
GC_00000122	S33314612	1
GC_00000122	S749695	1
GC_00000122	SFerroplasmacircular	1
GC_00000122	SMAG00006	1
GC_00000123	S12936484	1
GC_00000123	S259100318	1
GC_00000123	S259100328	1
GC_00000123	S259100333	1
GC_00000123	S259100335	1
GC_00000123	S259100337	1
GC_00000123	S259100341	1
GC_00000123	S25910037	1
GC_00000123	S25910039	1
GC_00000123	S33314612	1
GC_00000123	S749695	1
GC_00000123	SFerroplasmacircular	1
GC_00000123	SMAG00006	1
GC_00000124	S12936484	1
GC_00000124	S259100318	1
GC_00000124	S259100328	1
GC_00000124	S259100333	1
GC_00000124	S259100335	1
GC_00000124	S259100337	1
GC_00000124	S259100341	1
GC_00000124	S25910037	1
GC_00000124	S25910039	1
GC_00000124	S33314612	1
GC_00000124	S749695	1
GC_00000124	SFerroplasmacircular	1
GC_00000124	SMAG00006	1
GC_00000125	S12936484	1
GC_00000125	S259100318	1
GC_00000125	S259100328	1
GC_00000125	S259100333	1
GC_00000125	S259100335	1
GC_00000125	S259100337	1
GC_00000125	S259100341	1
GC_00000125	S25910037	1
GC_00000125	S25910039	1
GC_00000125	S33314612	1
GC_00000125	S749695	1
GC_00000125	SFerroplasmacircular	1
GC_00000125	SMAG00006	1
GC_00000126	S12936484	1
GC_00000126	S259100318	1
GC_00000126	S259100328	1
GC_00000126	S259100333	1
GC_00000126	S259100335	1
GC_00000126	S259100337	1
GC_00000126	S259100341	1
GC_00000126	S25910037	0
GC_00000126	S25910039	1
GC_00000126	S33314612	1
GC_00000126	S749695	1
GC_00000126	SFerroplasmacircular	1
GC_00000126	SMAG00006	1
GC_00000127	S12936484	1
GC_00000127	S259100318	1
GC_00000127	S259100328	1
GC_00000127	S259100333	1
GC_00000127	S259100335	1
GC_00000127	S259100337	1
GC_00000127	S259100341	1
GC_00000127	S25910037	1
GC_00000127	S25910039	1
GC_00000127	S33314612	1
GC_00000127	S749695	1
GC_00000127	SFerroplasmacircular	1
GC_00000127	SMAG00006	1
GC_00000128	S12936484	0
GC_00000128	S259100318	0
GC_00000128	S259100328	0
GC_00000128	S259100333	1
GC_00000128	S259100335	1
GC_00000128	S259100337	1
GC_00000128	S259100341	0
GC_00000128	S25910037	1
GC_00000128	S25910039	1
GC_00000128	S33314612	1
GC_00000128	S749695	1
GC_00000128	SFerroplasmacircular	1
GC_00000128	SMAG00006	1
GC_00000129	S12936484	1
GC_00000129	S259100318	1
GC_00000129	S259100328	1
GC_00000129	S259100333	1
GC_00000129	S259100335	1
GC_00000129	S259100337	0
GC_00000129	S259100341	1
GC_00000129	S25910037	1
GC_00000129	S25910039	1
GC_00000129	S33314612	1
GC_00000129	S749695	1
GC_00000129	SFerroplasmacircular	1
GC_00000129	SMAG00006	1
GC_00000130	S12936484	1
GC_00000130	S259100318	1
GC_00000130	S259100328	1
GC_00000130	S259100333	1
GC_00000130	S259100335	1
GC_00000130	S259100337	1
GC_00000130	S259100341	1
GC_00000130	S25910037	1
GC_00000130	S25910039	1
GC_00000130	S33314612	1
GC_00000130	S749695	1
GC_00000130	SFerroplasmacircular	1
GC_00000130	SMAG00006	1
GC_00000131	S12936484	1
GC_00000131	S259100318	1
GC_00000131	S259100328	1
GC_00000131	S259100333	1
GC_00000131	S259100335	1
GC_00000131	S259100337	1
GC_00000131	S259100341	1
GC_00000131	S25910037	1
GC_00000131	S25910039	0
GC_00000131	S33314612	1
GC_00000131	S749695	1
GC_00000131	SFerroplasmacircular	1
GC_00000131	SMAG00006	1
GC_00000132	S12936484	1
GC_00000132	S259100318	1
GC_00000132	S259100328	1
GC_00000132	S259100333	1
GC_00000132	S259100335	1
GC_00000132	S259100337	1
GC_00000132	S259100341	1
GC_00000132	S25910037	1
GC_00000132	S25910039	1
GC_00000132	S33314612	1
GC_00000132	S749695	1
GC_00000132	SFerroplasmacircular	1
GC_00000132	SMAG00006	1
GC_00000133	S12936484	0
GC_00000133	S259100318	1
GC_00000133	S259100328	1
GC_00000133	S259100333	0
GC_00000133	S259100335	0
GC_00000133	S259100337	0
GC_00000133	S259100341	0
GC_00000133	S25910037	1
GC_00000133	S25910039	0
GC_00000133	S33314612	1
GC_00000133	S749695	1
GC_00000133	SFerroplasmacircular	1
GC_00000133	SMAG00006	1
GC_00000134	S12936484	1
GC_00000134	S259100318	1
GC_00000134	S259100328	1
GC_00000134	S259100333	1
GC_00000134	S259100335	1
GC_00000134	S259100337	1
GC_00000134	S259100341	1
GC_00000134	S25910037	1
GC_00000134	S25910039	1
GC_00000134	S33314612	1
GC_00000134	S749695	1
GC_00000134	SFerroplasmacircular	1
GC_00000134	SMAG00006	1
GC_00000135	S12936484	1
GC_00000135	S259100318	1
GC_00000135	S259100328	1
GC_00000135	S259100333	1
GC_00000135	S259100335	1
GC_00000135	S259100337	1
GC_00000135	S259100341	1
GC_00000135	S25910037	1
GC_00000135	S25910039	1
GC_00000135	S33314612	1
GC_00000135	S749695	1
GC_00000135	SFerroplasmacircular	1
GC_00000135	SMAG00006	1
GC_00000136	S12936484	1
GC_00000136	S259100318	1
GC_00000136	S259100328	1
GC_00000136	S259100333	1
GC_00000136	S259100335	1
GC_00000136	S259100337	1
GC_00000136	S259100341	1
GC_00000136	S25910037	1
GC_00000136	S25910039	1
GC_00000136	S33314612	1
GC_00000136	S749695	1
GC_00000136	SFerroplasmacircular	1
GC_00000136	SMAG00006	1
GC_00000137	S12936484	1
GC_00000137	S259100318	1
GC_00000137	S259100328	1
GC_00000137	S259100333	1
GC_00000137	S259100335	1
GC_00000137	S259100337	1
GC_00000137	S259100341	1
GC_00000137	S25910037	1
GC_00000137	S25910039	1
GC_00000137	S33314612	1
GC_00000137	S749695	1
GC_00000137	SFerroplasmacircular	1
GC_00000137	SMAG00006	1
GC_00000138	S12936484	1
GC_00000138	S259100318	1
GC_00000138	S259100328	1
GC_00000138	S259100333	1
GC_00000138	S259100335	1
GC_00000138	S259100337	1
GC_00000138	S259100341	1
GC_00000138	S25910037	1
