contig_id	contig_length	genomad_taxonomy	vcat_taxonomy	vcontact3_taxonomy	checkv_quality	iphop_host	bacphlip_virulent_score	abundance_Sample_ERR10036468	abundance_Sample_ERR10036469	abundance_Sample_ERR10036470
c_000000331945	2926	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	4,24E+09	0.000855448350993157	0
c_000000332760	9256	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.0	0.00110169151954787	0.000552863361555216	0.00442035624292799
c_000000334602	4060	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Pimascovirales;so_Ocovirineae;f_Pithoviridae;sf_Orthocedratvirinae;g_Alphacedratvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.000539265258392828	0.000144452311960098	0
c_000000334709	2813	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Ravarandavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.65	0.000375680700804682	0.000896771162241308	0
c_000000338237	3048	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000503213315548337	0.00679785205347242	0
c_000000341693	3389	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_Grandevirales;so_;f_Epsomviridae;sf_Sescentorumvirinae;g_Wendovervirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8751101321585903	0.000809079776954063	0.000922611009193283	0
c_000000341721	6283	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Guelinviridae;sf_Denniswatsonvirinae;g_Capvunavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8880556134907275	0.000396049260886996	2,40E+08	0
c_000000347137	5020	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.0	9,34E+09	0.00148825216029548	0
c_000000348274	4433	Unclassified	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Megavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9107929515418502	0.00958866994431893	9,29E+08	0.00578329331978552
c_000000348876	3550	Unclassified	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Aliimimivirinae;g_Rheavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00020324025005046	0.00330665441392568	0
c_000000355271	1729	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Weiservirinae;g_Anayavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.9284736410929751	0.000391911743522563	8,34E+09	0
c_000000358857	16990	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.1	0.000275821377521114	0.000157550615548314	0.00245728823932081
c_000000359012	2759	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.7801973201466772	6,74E+09	0.00116737245195828	0
c_000000360746	11758	"Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Autolykiviridae"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9867103416003744	0.000620968623651533	2,52E+09	0
c_000000362814	1642	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Lilyvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella"	0.8118782016546146	5,76E+09	0.000779434684770329	0
c_000000363462	2553	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00331073061719992	0.000950449944728066	0
c_000000364009	2409	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Fukuivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.7125	0.000590739465111641	0.000286244530251492	0.0449161358234286
c_000000369396	10025	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Roslyckyvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8217900959277424	0.000325149487915523	0.00444069891993262	0
c_000000372924	2666	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_Magrovirales;so_;f_Krittikaviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.000273256435716787	0.00430853079430313	0
c_000000380806	10537	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0	0.000729975522248159	0.000288670324277506	0.000144142043712155
c_000000383540	6131	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.0379559705324396	0.00936452216674579	0
c_000000389556	26970	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Moumouvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8336311192572265	8,54E+09	5,95E+09	0
c_000000395419	2148	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Dinavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	5,37E+09	0.00103152441962345	0
c_000000397499	4173	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0	0.00587495856917582	0.0027041855399321	0.0337030305956724
c_000000398181	10051	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	1,46E+08	2,20E+09	0
c_000000401085	2149	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00222264109715572	3,87E+08	0.000971793384163842
c_000000401206	5163	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus"	0.8118782016546146	0.000468392474282004	7,39E+07	0
c_000000404298	4229	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.1375	0.000691864594630093	0.00036087401771377	0.000426484830593885
c_000000405255	3863	NA	"r_Singelaviria;k_Helvetiavirae;p_Dividoviricota;sp_;c_Laserviricetes;o_Halopanivirales;so_;f_Simuloviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0072160527261829	0.000247782477892558	4,08E+09
c_000000405456	4228	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0237855590424331	0.00130084463136925	0
c_000000407008	4538	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8252202643171807	0.000723076875144156	0.00018095895786832	4,16E+09
c_000000409239	1593	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_Pantevenvirales;so_;f_Kyanoviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	1.0	0.00046267468185578	0.00869620994607209	0
c_000000410586	2355	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Sepvirinae;g_Traversvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9007668594102297	0.000213225025075514	0.00289269482253235	0
c_000000424268	11488	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000287266598416642	0.00329407217179433	0
c_000000431723	6273	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Pimascovirales;so_;f_Ascoviridae;sf_;g_Toursvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.818251143579562	0.0124433684997306	0.001286449030112	0
c_000000434546	3279	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00344191495784008	0.000301584773880815	0
c_000000443824	43810	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Tupanvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.55	8,20E+09	6,71E+08	0
c_000000449924	3747	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8	0.000767667910020924	1,41E+08	0
c_000000451047	2418	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.8118782016546146	0.000527653677295132	0.00023944696278854	0.00249543137902507
c_000000453240	2207	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Klosneuvirinae;g_Fadolivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00749243924960841	0.00133213163634349	0
c_000000466152	5258	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Fibralongavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.030688289248607	0.0140735843944018	2,41E+09
c_000000471310	5747	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Varidnaviria;k_Abadenavirae;p_Produgelaviricota;sp_;c_Belvinaviricetes;o_Coyopavirales;so_;f_Chaacviridae;sf_;g_Antichaacvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.00131003575456035	0.000195101837399903	0
c_000000486142	2420	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9875	2,48E+09	1,58E+06	0.0429775790452197
c_000000486220	4746	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.997522026431718	0.000453629487141196	0.000113036596739176	1,33E+08
c_000000486368	2690	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9665574476535534	9,22E+09	6,96E+09	0.00277651320967316
